"","year","artist","position","song","indicativerevenue","genre"
"793",2007,"Justin Timberlake",93,"SexyBack",4599.488,"pop"
"794",2007,"Jim Jones",94,"We Fly High",4592.468,"rap"
"795",2007,"Lifehouse",95,"First Time",4566.061,"metal"
"797",2007,"Gwen Stefani",97,"4 In The Morning",4533.596,"pop"
"798",2007,"The Kaiser Chiefs",98,"Ruby",4530.85,"rock"
"799",2007,"P Diddy & Christina Aguilera",99,"Tell Me",4510.776,"pop"
"800",2007,"Gwen Stefani",100,"Wind It Up",4399.576,"pop"
"801",2008,"Leona Lewis",1,"Bleeding Love",19300.852,"soul"
"802",2008,"Timbaland & OneRepublic",2,"Apologize",15692.962,"pop"
"803",2008,"Katy Perry",3,"I Kissed A Girl",14895.603,"pop"
"804",2008,"Flo-Rida & T-Pain",4,"Low",14739.282,"pop"
"805",2008,"Coldplay",5,"Viva la vida",14318.729,"permanent wave"
"806",2008,"Madonna & Justin Timberlake",6,"Four Minutes",13580.596,"pop"
"807",2008,"Duffy",7,"Mercy",13565.497,"soul"
"808",2008,"Jordin Sparks & Chris Brown",8,"No Air",12369.382,"pop"
"809",2008,"Rihanna",9,"Take A Bow",12328.912,"pop"
"810",2008,"Rihanna",10,"Don't Stop The Music",12317.369,"pop"
"811",2008,"Ne-Yo",11,"Closer",12129.897,"pop"
"812",2008,"Rihanna",12,"Disturbia",12055.108,"pop"
"813",2008,"Alicia Keys",13,"No One",11638.079,"soul"
"814",2008,"Estelle & Kanye West",14,"American Boy",11446.812,"r&b"
"815",2008,"Kid Rock",15,"All Summer Long",11390.732,"metal"
"816",2008,"Chris Brown",16,"Forever",11157.362,"pop"
"817",2008,"Sara Bareilles",17,"Love Song",10902.772,"pop"
"818",2008,"Chris Brown",18,"With You",10811.284,"pop"
"819",2008,"Usher & Young Jeezy",19,"Love In This Club",10774.823,"hip hop"
"820",2008,"Pink",20,"So What",10670.443,"rock"
"821",2008,"OneRepublic",21,"Stop & Stare",10185.862,"pop"
"822",2008,"Lil' Wayne",22,"Lollipop",9681.031,"hip hop"
"823",2008,"Leona Lewis",23,"Better In Time",9601.993,"soul"
"824",2008,"Jason Mraz",24,"I am yours",9440.548,"pop"
"825",2008,"The Pussycat Dolls",25,"When I Grow Up",8614.108,"pop"
"826",2008,"Gabriella Cilmi",26,"Sweet About Me",8450.235,"pop"
"827",2008,"Katy Perry",27,"Hot 'n' cold",8051.757,"pop"
"828",2008,"Kardinal Offishall & Akon",28,"Dangerous",7620.027,"pop"
"829",2008,"Mark Ronson & Amy Winehouse",29,"Valerie",7530.607,"pop"
"830",2008,"T.I.",30,"Whatever You Like",7352.228,"hip hop"
"831",2008,"Mariah Carey",31,"Touch My Body",7085.87,"pop"
"832",2008,"Yael Naim",32,"New Soul",7035.668,"pop"
"833",2008,"Natasha Bedingfield",33,"Pocketful Of Sunshine",6869.77,"pop"
"834",2008,"Amy Macdonald",34,"This Is The Life",6693.653,"pop"
"835",2008,"Miley Cyrus",35,"See You Again",6412.487,"pop"
"836",2008,"Britney Spears",36,"Piece Of Me",6224.476,"pop"
"837",2008,"Ray J & Yung Berg",37,"Sexy Can I",6030.028,"pop"
"838",2008,"Colbie Caillat",38,"Bubbly",5914.342,"pop"
"839",2008,"Jordin Sparks",39,"Tattoo",5893.719,"pop"
"840",2008,"Metro Station",40,"Shake It",5872.183,"pop"
"841",2008,"T.I. & Rihanna",41,"Live Your Life",5778.16,"hip hop"
"842",2008,"Lady GaGa & Colby O'Donis",42,"Just Dance",5766.39,"pop"
"843",2008,"Jesse McCartney",43,"Leavin'",5714.81,"pop"
"845",2008,"Three Doors Down",45,"It's Not My Time",5504.902,"metal"
"846",2008,"Linkin Park",46,"Shadow Of The Day",5472.2,"metal"
"847",2008,"Beyonce",47,"If I Were A Boy",5458.694,"pop"
"848",2008,"Soulja Boy",48,"Crank That (Soulja Boy)",5421.18,"hip hop"
"849",2008,"Ne-Yo",49,"Miss Independent",5293.698,"pop"
"850",2008,"Britney Spears",50,"Womanizer",5283.623,"pop"
"851",2008,"Guru Josh Project",51,"Infinity 2008",5248.604,"acid house"
"852",2008,"Kanye West",52,"Love Lockdown",5165.093,"rap"
"853",2008,"Sean Kingston",53,"Take You There",5099.152,"pop"
"854",2008,"Ich & Ich",54,"So soll es bleiben",5009.635,"j-acoustic"
"855",2008,"Lupe Fiasco",55,"Superstar",4888.715,"rap"
"856",2008,"Lil' Wayne & T-Pain",56,"Got Money",4780.221,"hip hop"
"857",2008,"Madonna",57,"Give It 2 Me",4696.097,"pop"
"858",2008,"September",58,"Cry For You",4686.972,"pop"
"859",2008,"Finger Eleven",59,"Paralyzer",4668.791,"metal"
"860",2008,"Flo-Rida & will.i.am",60,"In The Ayer",4568.772,"pop"
"861",2008,"Coldplay",61,"Violet Hill",4536.238,"permanent wave"
"862",2008,"Snoop Dogg",62,"Sensual Seduction",4521.579,"funk"
"863",2008,"Buckcherry",63,"Sorry",4385.435,"metal"
"864",2008,"Cascada",64,"What Hurts The Most",4263.806,"dance"
"865",2008,"Rihanna & Ne-Yo",65,"Hate That I Love You",4263.782,"pop"
"866",2008,"Danity Kane",66,"Damaged",4251.941,"pop"
"867",2008,"Lil' Wayne",67,"A Milli",4247.561,"hip hop"
"868",2008,"Nickelback",68,"Rockstar",4165.939,"metal"
"869",2008,"Secondhand Serenade",69,"Fall For You",4163.401,"mellow"
"870",2008,"Colby O'Donis & Akon",70,"What You Got",4157.309,"pop"
"871",2008,"Fergie",71,"Clumsy",4134.26,"pop"
"872",2008,"Plies & Ne-Yo",72,"Bust It Baby Part 2",4129.386,"rap"
"873",2008,"T-Pain & Lil' Wayne",73,"Can't Believe It",4097.984,"pop"
"874",2008,"Akon",74,"Right Now (Na, Na, Na)",4073.369,"pop"
"875",2008,"Maroon 5",75,"Won't Go Home Without You",4029.399,"pop"
"876",2008,"Taylor Swift",76,"Our Song",3986.002,"pop"
"877",2008,"Kevin Rudolf & Lil' Wayne",77,"Let It Rock",3962.412,"pop"
"878",2008,"Ida Corr & Fedde Le Grand",78,"Let Me Think About It",3959.492,"pop"
"879",2008,"Duffy",79,"Warwick Avenue",3953.182,"soul"
"880",2008,"Ich & Ich",80,"Stark",3945.69,"j-acoustic"
"881",2008,"Gavin Rossdale",81,"Love Remains The Same",3937.795,"pop"
"882",2008,"Jordin Sparks",82,"One Step At A Time",3916.748,"pop"
"883",2008,"Flo-Rida & Timbaland",83,"Elevator",3896.687,"pop"
"884",2008,"Webbie, Lil' Phat & Lil' Boosie",84,"Independent",3868.329,"rap"
"885",2008,"Miley Cyrus",85,"7 Things",3865.927,"pop"
"886",2008,"John Mayer",86,"Say",3865.034,"mellow"
"887",2008,"Jennifer Hudson",87,"Spotlight",3864.101,"pop"
"888",2008,"Chris Brown & T-Pain",88,"Kiss Kiss",3836.012,"pop"
"889",2008,"Stefanie Heinzmann",89,"My Man Is A Mean Man",3834.622,"pop"
"890",2008,"Colbie Caillat",90,"Realize",3800.966,"pop"
"891",2008,"Timbaland & Keri Hilson",91,"The Way I Are",3748.53,"pop"
"892",2008,"Schnuffel",92,"Kuschel Song",3735.662,"dance"
"893",2008,"Taylor Swift",93,"Teardrops On My Guitar",3660.58,"pop"
"894",2008,"Kings of Leon",94,"Sex On Fire",3658.179,"rock"
"895",2008,"Jonas Brothers",95,"Burning Up",3626.089,"boy band"
"896",2008,"Alicia Keys",96,"Like You'll Never See Me Again",3581.181,"soul"
"897",2008,"Britney Spears",97,"Break The Ice",3580.023,"pop"
"898",2008,"The Killers",98,"Human",3552.744,"rock"
"899",2008,"Kelly Rowland",99,"Work",3533.675,"hip hop"
"900",2008,"David Archuleta",100,"Crush",3474.093,"pop"
"901",2009,"Lady GaGa",1,"Poker Face",19588.314,"pop"
"904",2009,"Lady GaGa & Colby O'Donis",4,"Just Dance",10944.646,"pop"
"905",2009,"Pitbull",5,"I Know You Want Me (Calle Ocho)",10853.593,"pop"
"906",2009,"Kings of Leon",6,"Use Somebody",10789.418,"rock"
"907",2009,"Flo-Rida & Ke$ha",7,"Right Round",10523.406,"pop"
"908",2009,"Beyonce",8,"Halo",10488.801,"pop"
"909",2009,"Katy Perry",9,"Hot 'n' cold",9208.108,"pop"
"910",2009,"Taylor Swift",10,"Love Story",9140.502,"pop"
"911",2009,"David Guetta & Akon",11,"Sexy Chick (Sexy Bitch)",8980.744,"pop"
"912",2009,"Jason Mraz",12,"I am yours",8856.026,"pop"
"913",2009,"All-American Rejects",13,"Gives You Hell",7921.199,"rock"
"914",2009,"Lady GaGa",14,"Paparazzi",7840.579,"pop"
"915",2009,"Kid Cudi & Crookers",15,"Day 'N' Nite",7769.268,"hip hop"
"916",2009,"David Guetta & Kelly Rowland",16,"When Love Takes Over",7652.493,"pop"
"917",2009,"Kelly Clarkson",17,"My Life Would Suck Without You",7451.869,"pop"
"918",2009,"T.I. & Justin Timberlake",18,"Dead & Gone",7277.628,"hip hop"
"919",2009,"Miley Cyrus",19,"The Climb",7228.568,"pop"
"920",2009,"Keri Hilson & Kanye West & Ne-Yo",20,"Knock You Down",7178.136,"pop"
"921",2009,"Taylor Swift",21,"You Belong With Me",7039.829,"pop"
"922",2009,"Lady GaGa",22,"LoveGame",6998.649,"pop"
"923",2009,"Cascada",23,"Evacuate The Dancefloor",6723.433,"dance"
"924",2009,"James Morrison & Nelly Furtado",24,"Broken Strings",6454.115,"mellow"
"925",2009,"Beyonce",25,"Single Ladies (Put A Ring On It)",6337.105,"pop"
"926",2009,"Pink",26,"Sober",6246.656,"rock"
"927",2009,"Beyonce",27,"Sweet Dreams",6168.79,"pop"
"928",2009,"Pink",28,"Please Don't Leave Me",6075.329,"rock"
"929",2009,"Soulja Boy & Sammie",29,"Kiss Me Thru The Phone",6063.853,"hip hop"
"930",2009,"Jay Sean & Lil' Wayne",30,"Down",6034.585,"pop"
"931",2009,"The Fray",31,"You Found Me",6022.5,"rock"
"932",2009,"The Killers",32,"Human",5942.091,"rock"
"933",2009,"Linkin Park",33,"New Divide",5667.64,"metal"
"934",2009,"Kanye West",34,"Heartless",5629.529,"rap"
"935",2009,"Kevin Rudolf & Lil' Wayne",35,"Let It Rock",5525.163,"pop"
"936",2009,"Coldplay",36,"Viva la vida",5424.967,"permanent wave"
"937",2009,"Jay-Z, Rihanna & Kanye West",37,"Run This Town",5406.125,"hip hop"
"938",2009,"Shakira",38,"She Wolf",5402.475,"pop"
"939",2009,"Shinedown",39,"Second Chance",5371.246,"metal"
"940",2009,"Beyonce",40,"If I Were A Boy",5313.966,"pop"
"941",2009,"Sean Kingston",41,"Fire Burning",5198.69,"pop"
"942",2009,"Katy Perry",42,"Waking Up In Vegas",5110.585,"pop"
"943",2009,"Britney Spears",43,"Circus",5081.058,"pop"
"944",2009,"Pitbull",44,"Hotel Room Service",5052.419,"pop"
"945",2009,"Kings of Leon",45,"Sex On Fire",5047.544,"rock"
"946",2009,"3OH!3",46,"Don't Trust Me",4984.756,"pop"
"947",2009,"The Pussycat Dolls",47,"I Hate This Part",4930.09,"pop"
"948",2009,"Jay-Z & Alicia Keys",48,"Empire State Of Mind",4914.087,"hip hop"
"949",2009,"Gossip",49,"Heavy Cross",4902.285,"dance"
"950",2009,"Britney Spears",50,"Womanizer",4883.652,"pop"
"951",2009,"Milow",51,"Ayo Technology",4862.678,"pop"
"952",2009,"Miley Cyrus",52,"Party In The U.S.A.",4809.742,"pop"
"953",2009,"T.I. & Rihanna",53,"Live Your Life",4790.916,"hip hop"
"955",2009,"A R Rahman & The Pussycat Dolls",55,"Jai Ho (You Are My Destiny)",4758.761,"pop"
"956",2009,"Akon",56,"Beautiful",4708.465,"pop"
"957",2009,"Pink",57,"So What",4703.933,"rock"
"958",2009,"Jamie Foxx & T-Pain",58,"Blame It",4687.212,"pop"
"959",2009,"Flo-Rida & Wynter",59,"Sugar",4488.045,"pop"
"960",2009,"Jason Derulo",60,"Whatcha Say",4405.017,"pop"
"961",2009,"Jordin Sparks",61,"Battlefield",4368.753,"pop"
"962",2009,"Drake",62,"Best I Ever Had",4331.508,"hip hop"
"963",2009,"Guru Josh Project",63,"Infinity 2008",4298.201,"acid house"
"964",2009,"Lily Allen",64,"The Fear",4256.11,"pop"
"965",2009,"Mariah Carey",65,"Obsessed",4190.818,"pop"
"966",2009,"Emiliana Torrini",66,"Jungle Drum",4091.406,"electronica"
"967",2009,"Cobra Starship",67,"Good Girls Go Bad",4084.176,"pop"
"968",2009,"Green Day",68,"21 Guns",4029.052,"permanent wave"
"969",2009,"Mando Diao",69,"Dance With Somebody",4018.258,"dalarna indie"
"970",2009,"Ciara & Justin Timberlake",70,"Love Sex Magic",3994.647,"pop"
"971",2009,"Cassandra Steen & Adel Tawil",71,"Stadt",3879.843,"pop"
"972",2009,"Eminem",72,"We Made You",3872.697,"hip hop"
"973",2009,"Ne-Yo",73,"Mad",3741.726,"pop"
"974",2009,"Jeremih",74,"Birthday Sex",3741.013,"rap"
"975",2009,"Enrique Iglesias & Ciara",75,"Takin' Back My Love",3701.373,"pop"
"976",2009,"Razorlight",76,"Wire To Wire",3656.213,"pop"
"977",2009,"Lily Allen",77,"Not Fair",3581.05,"pop"
"978",2009,"The Veronicas",78,"Untouched",3567.971,"pop"
"979",2009,"Colbie Caillat",79,"Falling For You",3501.133,"pop"
"980",2009,"Katy Perry",80,"Thinking Of You",3460.568,"pop"
"981",2009,"Kelly Clarkson",81,"Already Gone",3459.368,"pop"
"982",2009,"Eminem, Dr Dre & 50 Cent",82,"Crack A Bottle",3404.587,"hip hop"
"983",2009,"Akon",83,"Right Now (Na, Na, Na)",3344.393,"pop"
"984",2009,"Silbermond",84,"Irgendwas bleibt",3332.031,"pop"
"985",2009,"Owl City",85,"Fireflies",3320.772,"pop"
"986",2009,"Peter Fox",86,"Haus am See",3281.663,"hip hop"
"987",2009,"Britney Spears",87,"If U Seek Amy",3273.932,"pop"
"988",2009,"Lady GaGa",88,"Bad Romance",3272.866,"pop"
"989",2009,"Robbie Williams",89,"Bodies",3272.738,"pop"
"990",2009,"Rihanna",90,"Rehab",3240.724,"pop"
"991",2009,"Daughtry",91,"No Surprise",3233.365,"metal"
"992",2009,"Marit Larsen",92,"If A Song Could Get Me You",3229.681,"pop"
"993",2009,"Rihanna",93,"Disturbia",3192.023,"pop"
"994",2009,"Justin Bieber",94,"One Time",3138.779,"pop"
"995",2009,"Madonna",95,"Celebration",3112.364,"pop"
"996",2009,"Polarkreis 18",96,"Allein allein",3111.653,"dresden indie"
"997",2009,"Nickelback",97,"If Today Was Your Last Day",3053.498,"metal"
"998",2009,"Nickelback",98,"Gotta Be Somebody",3000.084,"metal"
"999",2009,"Britney Spears",99,"3",2988.948,"pop"
"1000",2009,"Rihanna",100,"Russian Roulette",2882.332,"pop"
"1001",2010,"Ke$ha",1,"Tik-Toc",11672.204,"pop"
"1002",2010,"Lady GaGa",2,"Bad Romance",10495.879,"pop"
"1003",2010,"Train",3,"Hey, Soul Sister",10441.997,"mellow"
"1004",2010,"Rihanna & Eminem",4,"Love The Way You Lie",10334.15,"pop"
"1005",2010,"Katy Perry & Snoop Dogg",5,"California Gurls",10312.665,"pop"
"1006",2010,"Taio Cruz",6,"Dynamite",8823.035,"pop"
"1007",2010,"Lady GaGa & Beyonce",7,"Telephone",8786.901,"pop"
"1008",2010,"Taio Cruz & Ludacris",8,"Break Your Heart",8389.579,"pop"
"1009",2010,"Shakira & Freshly Ground",9,"Waka Waka (This Time For Africa)",8034.046,"pop"
"1010",2010,"Lady GaGa",10,"Alejandro",7963.809,"pop"
"1012",2010,"BoB & Hayley Williams",12,"Airplanes",7645.07,"reggae"
"1013",2010,"Usher & will.i.am",13,"OMG",7495.639,"hip hop"
"1014",2010,"Enrique Iglesias & Pitbull",14,"I Like It",7403.357,"pop"
"1015",2010,"Rihanna",15,"Rude Boy",7377.93,"pop"
"1016",2010,"Jason Derulo",16,"In My Head",7213.604,"pop"
"1017",2010,"Yolanda Be Cool & DCup",17,"We No Speak Americano",6923.664,"dance"
"1018",2010,"Owl City",18,"Fireflies",6764.879,"pop"
"1019",2010,"Iyaz",19,"Replay",6758.297,"pop"
"1020",2010,"Lady Antebellum",20,"Need You Now",6631.913,"country"
"1021",2010,"Stromae",21,"Alors on danse",6555.751,"pop"
"1022",2010,"Eminem",22,"Not Afraid",6507.44,"hip hop"
"1023",2010,"Usher & Pitbull",23,"DJ Got Us Fallin' In Love",6464.024,"hip hop"
"1024",2010,"Jay-Z & Alicia Keys",24,"Empire State Of Mind",6437.834,"hip hop"
"1025",2010,"Flo-Rida & David Guetta",25,"Club Can't Handle Me",6404.23,"pop"
"1026",2010,"Katy Perry",26,"Teenage Dream",6277.855,"pop"
"1027",2010,"Bruno Mars",27,"Just The Way You Are (Amazing)",6185.866,"pop"
"1028",2010,"Edward Maya",28,"Stereo Love",6185.857,"pop"
"1029",2010,"Justin Bieber & Ludacris",29,"Baby",6157.021,"pop"
"1030",2010,"Rihanna",30,"Only Girl (In The World)",6100.751,"pop"
"1031",2010,"David Guetta & Kid Cudi",31,"Memories",6058.493,"pop"
"1032",2010,"BoB & Bruno Mars",32,"Nothin' On You",5864.953,"reggae"
"1034",2010,"K'naan",34,"Wavin' Flag",5794.8,"reggae fusion"
"1035",2010,"David Guetta & Akon",35,"Sexy Chick (Sexy Bitch)",5725.978,"pop"
"1036",2010,"Adam Lambert",36,"What Do You Want From Me?",5454.054,"pop"
"1037",2010,"Mike Posner",37,"Cooler Than Me",5444.408,"pop"
"1039",2010,"David Guetta & Chris Willis",39,"Getting Over You",5140.053,"pop"
"1040",2010,"Unheilig",40,"Geboren um zu leben",5095.396,"metal"
"1041",2010,"Jason Derulo",41,"Ridin' Solo",4994.473,"pop"
"1042",2010,"Ke$ha",42,"Your Love Is My Drug",4841.981,"pop"
"1043",2010,"Jason Derulo",43,"Whatcha Say",4544.525,"pop"
"1044",2010,"Timbaland & Katy Perry",44,"If We Ever Meet Again",4411.644,"pop"
"1046",2010,"Young Money & Lloyd",46,"BedRock",4209.132,"rap"
"1047",2010,"Michael Buble",47,"Haven't Met You Yet",4175.244,"adult standards"
"1048",2010,"The Script",48,"Breakeven",4108.238,"rock"
"1049",2010,"OneRepublic",49,"All The Right Moves",4068.969,"pop"
"1050",2010,"Far East Movement, Cataracs & Dev",50,"Like A G6",3983.239,"hip hop"
"1052",2010,"Cheryl Cole",52,"Fight For This Love",3941.116,"pop"
"1053",2010,"Nelly",53,"Just A Dream",3926.042,"pop"
"1054",2010,"Timbaland & Justin Timberlake",54,"Carry Out",3662.154,"pop"
"1056",2010,"Keri Hilson",56,"I Like",3591.261,"pop"
"1057",2010,"Israel Kamakawiwo'ole",57,"Over The Rainbow",3499.591,"hawaiian"
"1058",2010,"OneRepublic",58,"Secrets",3459.543,"pop"
"1059",2010,"Rihanna",59,"Russian Roulette",3417.347,"pop"
"1060",2010,"Cee-Lo Green",60,"F**k You/Forget You",3371.182,"hip hop"
"1061",2010,"Drake",61,"Find Your Love",3298.676,"hip hop"
"1062",2010,"Jay Sean & Lil' Wayne",62,"Down",3195.222,"pop"
"1063",2010,"Jay Sean, Sean Paul & Lil' Jon",63,"Do You Remember?",3134.679,"pop"
"1064",2010,"La Roux",64,"Bulletproof!",3129.565,"dance"
"1065",2010,"Kylie Minogue",65,"All The Lovers",3040.881,"dance"
"1066",2010,"Ke$ha",66,"Take It Off",3024.455,"pop"
"1067",2010,"Jay-Z & Mr Hudson",67,"Young Forever",3020.341,"hip hop"
"1068",2010,"Pink",68,"Raise Your Glass",2969.232,"rock"
"1069",2010,"Ke$ha & 3OH!3",69,"Blah, Blah, Blah",2949.143,"pop"
"1070",2010,"Taylor Swift",70,"Mine",2945.21,"pop"
"1071",2010,"Madcon",71,"Glow",2904.769,"pop"
"1072",2010,"Lady GaGa",72,"Paparazzi",2864.607,"pop"
"1073",2010,"Alicia Keys",73,"Empire State Of Mind (Part II) Broken Down",2836.879,"soul"
"1074",2010,"Hurts",74,"Wonderful Life",2834.265,"pop"
"1075",2010,"BoB & Rivers Cuomo",75,"Magic",2792.719,"reggae"
"1076",2010,"Trey Songz & Fabolous",76,"Say Aah",2787.924,"pop"
"1077",2010,"Maroon 5",77,"Misery",2767.416,"pop"
"1078",2010,"3OH!3 & Ke$ha",78,"My First Kiss",2728.333,"pop"
"1079",2010,"Gossip",79,"Heavy Cross",2716.519,"dance"
"1080",2010,"Selena Gomez & The Scene",80,"Naturally",2704.302,"pop"
"1081",2010,"Neon Trees",81,"Animal",2677.971,"pop"
"1082",2010,"Die Atzen",82,"Disco Pogo",2673.161,"dance"
"1083",2010,"Ludacris",83,"How Low",2642.488,"hip hop"
"1084",2010,"Timbaland, Nelly Furtado & SoShy",84,"Morning After Dark",2599.072,"pop"
"1085",2010,"Miley Cyrus",85,"Can't Be Tamed",2556.02,"pop"
"1086",2010,"Sean Kingston & Justin Bieber",86,"Eenie Meenie",2551.293,"pop"
"1087",2010,"Plan B",87,"She Said",2523.263,"latin"
"1089",2010,"Shontelle",89,"Impossible",2385.694,"pop"
"1090",2010,"Alicia Keys",90,"Try Sleeping With A Broken Heart",2368.725,"soul"
"1091",2010,"Trey Songz & Nicki Minaj",91,"Bottoms Up",2368.237,"pop"
"1093",2010,"Katy Perry",93,"Firework",2358.021,"pop"
"1094",2010,"Justin Bieber",94,"Somebody To Love",2331.932,"pop"
"1095",2010,"Chris Brown",95,"Deuces",2323.228,"pop"
"1096",2010,"Duck Sauce",96,"Barbra Streisand",2310.495,"disco house"
"1097",2010,"Miley Cyrus",97,"Party In The U.S.A.",2306.879,"pop"
"1098",2010,"Drake",98,"Over",2277.836,"hip hop"
"1099",2010,"Adam Lambert",99,"If I Had You",2251.565,"pop"
"1100",2010,"Aura Dione",100,"I Will Love You Monday (365)",2243.832,"pop"
"1101",2011,"Adele",1,"Rolling In The Deep",17246.411,"soul"
"1102",2011,"LMFAO",2,"Party Rock Anthem",15726.992,"pop"
"1103",2011,"Pitbull, Ne-Yo, Afrojack & Nayer",3,"Give Me Everything",14356.15,"pop"
"1104",2011,"Jennifer Lopez & Pitbull",4,"On The Floor",13320.28,"pop"
"1105",2011,"Bruno Mars",5,"Grenade",11590.544,"pop"
"1106",2011,"Maroon 5 & Christina Aguilera",6,"Moves Like Jagger",10968.763,"pop"
"1107",2011,"Adele",7,"Someone Like You",10960.234,"soul"
"1108",2011,"Katy Perry",8,"Firework",9698.613,"pop"
"1109",2011,"Lady GaGa",9,"Born This Way",9501.614,"pop"
"1110",2011,"Rihanna",10,"S&M",9366.483,"pop"
"1111",2011,"Katy Perry & Kanye West",11,"E.T.",9112.206,"pop"
"1113",2011,"Lady GaGa",13,"The Edge Of Glory",8311.931,"pop"
"1114",2011,"Alexandra Stan",14,"Mr Saxobeat",8198.2,"pop"
"1115",2011,"Bruno Mars",15,"The Lazy Song",8170.439,"pop"
"1116",2011,"Bruno Mars",16,"Just The Way You Are (Amazing)",7884.934,"pop"
"1117",2011,"Jessie J & BoB",17,"Price Tag",7788.73,"pop"
"1118",2011,"Nicki Minaj",18,"Super Bass",7555.776,"pop"
"1119",2011,"Foster the People",19,"Pumped Up Kicks",7335.723,"pop"
"1120",2011,"Rihanna & Calvin Harris",20,"We Found Love",7230.068,"pop"
"1121",2011,"Katy Perry",21,"Last Friday Night (TGIF)",7102.869,"pop"
"1122",2011,"Cee-Lo Green",22,"F**k You/Forget You",7091.131,"hip hop"
"1123",2011,"Pink",23,"F**kin' Perfect",6843.131,"rock"
"1124",2011,"Martin Solveig",24,"Hello",6616.562,"big room"
"1126",2011,"Enrique Iglesias & Ludacris",26,"Tonight (I'm F**kin' You)",6370.168,"pop"
"1127",2011,"P Diddy & Skylar Grey",27,"Coming Home",6215.377,"pop"
"1128",2011,"Adele",28,"Set Fire To The Rain",6199.056,"soul"
"1129",2011,"David Guetta, Flo-Rida & Nicki Minaj",29,"Where Them Girls At",6158.002,"pop"
"1130",2011,"David Guetta & Usher",30,"Without You",6096.255,"pop"
"1131",2011,"Britney Spears, Nicki Minaj & Ke$ha",31,"Till The World Ends",6076.702,"pop"
"1132",2011,"Snoop Dogg & David Guetta",32,"Sweat",6066.555,"funk"
"1133",2011,"Chris Brown",33,"Yeah 3X",5821.659,"pop"
"1134",2011,"Rihanna",34,"Only Girl (In The World)",5709.142,"pop"
"1135",2011,"Taio Cruz & Kylie Minogue & Travie McCoy",35,"Higher",5691.38,"pop"
"1136",2011,"LMFAO",36,"Sexy And I Know It",5625.744,"pop"
"1137",2011,"Bad Meets Evil & Bruno Mars",37,"Lighters",5608.798,"hip hop"
"1138",2011,"OneRepublic",38,"Good Life",5596.335,"pop"
"1139",2011,"Usher",39,"More",5562.967,"hip hop"
"1140",2011,"Gym Class Heroes",40,"Stereo Hearts",5297.023,"pop"
"1141",2011,"Pitbull & T-Pain",41,"Hey Baby (Drop It To The Floor)",5034.664,"pop"
"1142",2011,"Jeremih & 50 Cent",42,"Down On Me",4921.245,"rap"
"1143",2011,"Pink",43,"Raise Your Glass",4844.555,"rock"
"1144",2011,"Wiz Khalifa",44,"Black & Yellow",4785.633,"hip hop"
"1145",2011,"David Guetta & Rihanna",45,"Who's That Chick?",4754.551,"pop"
"1146",2011,"Jason Derulo",46,"Don't Wanna Go Home",4628.742,"pop"
"1147",2011,"Rihanna & Drake",47,"What's My Name?",4557.828,"pop"
"1148",2011,"Cobra Starship & Sabi",48,"You Make Me Feel",4502.63,"pop"
"1149",2011,"Dr Dre, Eminem & Skylar Grey",49,"I Need A Doctor",4499.056,"funk"
"1150",2011,"Lupe Fiasco",50,"The Show Goes On",4457.519,"rap"
"1151",2011,"Hot Chelle Rae",51,"Tonight, Tonight",4389.644,"pop"
"1152",2011,"Lady Antebellum",52,"Just A Kiss",4359.493,"country"
"1153",2011,"Christina Perri",53,"Jar Of Hearts",4335.259,"pop"
"1154",2011,"Chris Brown & Lil' Wayne",54,"Look At Me Now",4269.269,"pop"
"1155",2011,"Ke$ha",55,"Blow",4249.296,"pop"
"1156",2011,"Britney Spears",56,"I Wanna Go",4230.614,"pop"
"1157",2011,"Pitbull & Marc Anthony",57,"Rain Over Me",4225.271,"pop"
"1158",2011,"Coldplay",58,"Every Teardrop Is A Waterfall",4104.327,"permanent wave"
"1159",2011,"Lil' Wayne",59,"How To Love",4102.435,"hip hop"
"1160",2011,"Beyonce",60,"Best Thing I Never Had",4102.026,"pop"
"1161",2011,"Lucenzo & Don Omar",61,"Danza kuduro",4063.304,"reggaeton"
"1162",2011,"Flo-Rida",62,"Good Feeling",4054.859,"pop"
"1163",2011,"Avril Lavigne",63,"What The Hell",3982.671,"pop"
"1164",2011,"Taio Cruz",64,"Dynamite",3949.135,"pop"
"1165",2011,"Ke$ha",65,"We R Who We R",3852.299,"pop"
"1166",2011,"Coldplay",66,"Paradise",3824.672,"permanent wave"
"1167",2011,"Kanye West",67,"All Of The Lights",3810.302,"rap"
"1168",2011,"Lady GaGa",68,"You & I",3677.085,"pop"
"1169",2011,"Rihanna",69,"California King Bed",3672.007,"pop"
"1170",2011,"Tinie Tempah & Eric Turner",70,"Written In The Stars",3615.122,"pop"
"1171",2011,"The Band Perry",71,"If I Die Young",3571.899,"country"
"1172",2011,"Britney Spears",72,"Hold It Against Me",3568.843,"pop"
"1173",2011,"Nicki Minaj",73,"Moment 4 Life",3464.661,"pop"
"1174",2011,"Jason Derulo",74,"It Girl",3448.752,"pop"
"1175",2011,"Sean Paul & Alexis Jordan",75,"Got 2 Luv U",3435.195,"pop"
"1176",2011,"DJ Antoine & Timati",76,"Welcome To St. Tropez",3403.591,"pop"
"1177",2011,"Israel Kamakawiwo'ole",77,"Over The Rainbow",3402.459,"hawaiian"
